UserID,MovieID,Rating,Date
66414,3,5,2004-02-21
2519847,3,5,2003-03-10
948069,3,3,2003-05-09
67315,3,4,2003-08-25
704249,3,4,2004-08-16
454417,3,4,2004-04-18
1995318,3,3,2004-07-14
2158448,3,5,2005-05-31
574843,3,5,2005-06-13
714960,3,4,2005-06-21
620771,3,2,2005-09-26
253876,3,4,2005-11-01
1632700,3,4,2005-11-14
603277,3,3,2003-06-21
79160,3,4,2005-07-11
1859725,3,4,2003-05-30
283774,3,5,2003-08-23
1983667,3,2,2003-08-08
2267507,3,4,2004-05-25
1813349,3,4,2003-03-18
2424721,3,3,2005-09-04
1275804,3,4,2003-08-27
1204327,3,4,2004-03-16
2143489,3,1,2004-08-23
672980,3,5,2004-11-18
166100,3,4,2004-12-17
2537764,3,5,2005-01-06
1650301,3,2,2005-06-17
553931,3,4,2005-10-04
214166,3,3,2005-10-09
6689,3,4,2003-02-20
109089,3,5,2003-05-27
1854303,3,1,2004-05-29
525003,3,5,2003-04-30
2312349,3,4,2003-05-13
188416,3,3,2004-01-27
2213550,3,4,2004-07-01
24344,3,4,2004-08-20
2344483,3,4,2004-09-28
531155,3,4,2005-02-28
1959707,3,3,2005-03-19
2120279,3,5,2005-05-15
1977959,3,4,2003-02-12
21983,3,4,2003-04-19
2173816,3,1,2003-07-17
78931,3,5,2003-07-09
2145227,3,4,2003-04-07
2463079,3,3,2003-08-26
1286051,3,3,2004-01-28
958104,3,4,2003-09-03
489962,3,3,2003-09-03
2297863,3,4,2004-01-13
958382,3,4,2004-08-22
248932,3,4,2005-04-03
1756658,3,3,2005-06-16
2579794,3,4,2005-10-26
1628475,3,4,2005-11-14
206809,3,5,2003-03-05
1333,3,4,2004-05-18
445828,3,2,2003-10-28
2079559,3,5,2004-08-28
1007809,3,4,2003-12-16
1562675,3,1,2003-03-06
1477923,3,4,2003-03-25
44783,3,3,2003-11-22
52540,3,1,2003-03-22
2436327,3,2,2004-07-13
1830211,3,4,2004-10-06
1857979,3,2,2005-03-08
1198785,3,2,2005-06-30
870391,3,2,2003-05-19
2164676,3,4,2003-03-03
1281996,3,4,2003-07-23
1853885,3,4,2004-06-18
2646060,3,3,2003-09-24
709342,3,4,2003-09-10
1195585,3,5,2003-08-04
1319527,3,5,2005-01-05
1478381,3,4,2005-05-26
1658752,3,3,2003-03-09
41371,3,5,2004-01-21
1065039,4,3,2005-09-06
1544320,4,1,2004-06-28
410199,4,5,2004-10-16
732556,4,3,2005-10-29
1201419,4,1,2005-02-21
668811,4,1,2004-05-17
303948,4,2,2004-09-13
2418760,4,4,2004-09-22
848193,4,4,2004-03-15
950078,4,5,2004-08-26
1519860,4,3,2005-07-26
1695221,4,5,2005-03-21
757837,4,3,2004-09-10
863898,4,1,2005-05-15
1893150,4,5,2004-04-04
1465754,4,3,2005-01-12
1130594,4,5,2004-12-07
2359084,4,3,2005-04-02
592684,4,5,2004-08-09
2439493,4,1,2003-12-06
156319,4,2,2005-02-05
1664020,4,2,2004-01-08
327721,4,4,2004-06-09
1962074,4,2,2005-02-05
1278643,4,1,2004-10-16
240779,4,4,2005-04-19
578237,4,2,2004-07-02
1584876,4,2,2004-06-16
1773727,4,3,2004-08-09
2468305,4,1,2005-08-20
2111656,4,5,2004-06-18
721992,4,4,2004-08-17
1396036,4,3,2004-05-20
2144266,4,3,2005-02-03
929092,4,3,2004-07-30
1840165,4,1,2004-05-10
2415196,4,1,2004-01-09
1419978,4,5,2004-07-01
1839246,4,1,2003-12-20
1807693,4,2,2005-02-20
2404644,4,3,2004-04-28
2434289,4,2,2005-09-26
679555,4,5,2004-02-11
1768736,4,3,2004-07-20
1207913,4,2,2005-07-02
2050053,4,3,2005-04-17
2010977,4,2,2005-02-15
2104457,4,3,2004-06-09
1119024,4,3,2005-05-02
1664010,4,3,2005-10-14
500325,4,1,2003-12-29
1949730,4,3,2004-04-28
1127519,4,4,2004-01-31
1064952,4,5,2004-12-21
305416,4,4,2005-05-08
1209465,4,5,2004-11-14
42773,4,3,2005-01-19
661894,4,4,2004-07-04
2562578,4,5,2005-03-19
1775273,4,4,2004-03-26
1103874,4,2,2005-03-01
364517,4,3,2005-04-04
2216334,4,3,2004-04-25
2614895,4,1,2004-08-16
1708170,4,3,2004-09-24
1985748,4,2,2004-02-24
2616793,4,2,2004-11-02
381418,4,4,2005-01-02
722591,4,4,2004-01-03
2291306,4,1,2004-10-04
2371497,4,3,2004-07-12
98649,4,2,2004-11-02
2503620,4,1,2004-10-06
768442,4,3,2004-04-16
1425731,4,2,2004-06-15
983261,4,3,2005-09-11
2558357,4,3,2005-09-07
1656198,4,3,2004-11-09
1231504,4,3,2005-05-11
957368,4,2,2005-03-22
924647,4,3,2004-07-29
967,4,1,2005-01-25
165720,4,2,2004-06-18
2285289,4,2,2005-02-08
16272,4,2,2003-12-12
2267322,4,1,2003-12-20
1278390,4,4,2004-12-08
604568,4,4,2004-12-16
1773723,4,1,2005-02-07
305344,4,1,2003-12-13
884500,4,2,2005-06-08
822501,4,1,2004-07-26
2473473,4,4,2004-02-06
1606487,4,2,2004-11-07
21722,4,3,2004-12-19
1898553,4,3,2004-01-19
2522577,4,1,2004-05-27
1864553,4,3,2005-07-25
2498512,4,4,2005-01-11
2636781,4,2,2004-10-28
1745265,5,5,2005-02-08
885013,5,5,2005-05-15
1997470,5,5,2005-05-30
30878,5,1,2005-04-27
840543,5,4,2005-07-10
2477414,5,5,2005-03-14
1409354,5,3,2005-04-27
589967,5,4,2005-06-10
264160,5,5,2005-07-12
2084362,5,4,2005-08-11
1881496,5,3,2005-04-06
240705,5,5,2005-04-24
1650301,5,2,2005-10-03
1815614,5,1,2005-11-09
1454357,5,4,2005-08-10
624145,5,3,2004-12-30
1310327,5,4,2005-02-06
2012897,5,5,2005-02-28
17063,5,5,2005-03-01
47411,5,5,2005-04-03
966474,5,5,2005-10-06
1985633,5,4,2004-11-27
47195,5,5,2004-11-19
2365827,5,5,2004-12-22
2451669,5,4,2005-01-10
378377,5,3,2005-01-19
2029786,5,4,2005-01-20
2183726,5,4,2005-01-26
36818,5,5,2005-02-01
1247469,5,5,2005-03-22
729471,5,4,2005-06-08
2371776,5,3,2005-10-06
1903571,5,5,2005-11-10
1422810,5,4,2004-12-27
2101722,5,4,2005-06-30
2187025,5,2,2005-09-16
122846,5,5,2005-04-08
167540,5,1,2005-04-18
1518964,5,3,2005-04-19
154819,5,3,2005-07-18
161395,5,4,2005-08-18
2083234,5,5,2004-12-15
1083500,5,4,2005-01-11
119496,5,5,2005-02-02
440789,5,4,2005-03-23
710202,5,2,2005-06-12
659037,5,5,2005-07-01
152619,5,3,2005-09-19
2064033,5,1,2005-10-20
2469155,5,5,2005-07-20
1148739,5,5,2004-11-24
39526,5,4,2005-01-20
2211487,5,4,2005-03-07
81608,5,3,2005-03-08
1702824,5,3,2005-05-17
526348,5,5,2005-06-04
809943,5,4,2005-06-07
1357151,5,1,2005-10-17
2519335,5,5,2005-02-09
1293611,5,5,2005-09-14
229971,5,1,2005-08-05
1920472,5,5,2005-02-15
2092288,5,4,2005-03-04
1208745,5,4,2005-03-21
600362,5,1,2005-09-09
482328,5,5,2005-01-19
483018,5,5,2005-06-09
350559,5,5,2005-06-18
1547617,5,5,2005-08-23
1232953,5,4,2005-01-20
856985,5,3,2005-04-06
2119007,5,5,2005-08-20
142054,5,5,2004-12-29
650326,5,5,2005-01-11
1183833,5,5,2005-03-16
794717,5,3,2005-04-18
467152,5,5,2005-07-03
2425992,5,4,2005-09-25
1564058,5,4,2005-10-07
952944,5,3,2005-12-19
1202823,5,4,2005-12-13
1040453,5,5,2005-01-20
2415579,5,3,2005-01-26
1085863,5,3,2005-02-18
783838,5,4,2005-04-25
401047,5,1,2005-06-03
2151076,5,3,2005-06-03
314110,5,5,2005-08-05
2560258,5,5,2004-12-20
2413982,5,4,2004-12-29
1049975,5,4,2004-12-29
2537655,5,3,2005-02-17
921104,5,3,2005-02-28
2346936,5,3,2005-03-17
2563665,5,5,2005-04-08
2647871,5,5,2005-05-09
2528088,5,4,2005-05-31
1784150,5,2,2005-06-07
1749746,5,5,2005-08-29
1318167,5,4,2005-01-22
2031561,6,1,2004-07-26
1176140,6,1,2004-02-16
2336133,6,2,2004-09-05
1521836,6,1,2004-08-11
117277,6,3,2004-10-12
326587,6,3,2004-09-06
1961542,6,3,2004-04-20
1041552,6,3,2004-10-19
1678346,6,3,2005-04-11
643182,6,2,2004-07-18
2182301,6,5,2004-08-04
2502669,6,2,2004-02-10
2211030,6,4,2004-05-26
603277,6,3,2004-12-13
214166,6,2,2005-10-09
1723799,6,3,2004-04-08
161893,6,4,2004-03-11
2149668,6,5,2005-03-09
575830,6,2,2005-01-05
2173816,6,3,2003-11-07
1571675,6,2,2004-02-25
516082,6,4,2004-05-05
551817,6,1,2004-04-16
352622,6,3,2005-04-17
369215,6,3,2004-08-16
922922,6,4,2004-08-24
1342387,6,2,2004-10-16
2445916,6,5,2005-06-15
1857979,6,4,2005-11-07
468582,6,4,2005-08-08
2541025,6,5,2004-05-28
266808,6,2,2005-05-15
1478381,6,3,2005-05-26
754135,6,5,2005-08-05
635607,6,5,2004-01-08
1083500,6,2,2004-06-14
507921,6,2,2004-09-30
1844503,6,4,2004-10-09
1827995,6,4,2005-04-10
1890622,6,3,2004-03-07
2181957,6,1,2005-01-02
2554745,6,3,2003-10-12
1794933,6,2,2004-08-16
1016977,6,4,2003-10-09
1659731,6,5,2003-12-30
1774516,6,4,2004-07-09
1839937,6,3,2004-09-20
379253,6,4,2005-09-17
2476665,6,1,2005-12-16
1921659,6,2,2005-07-29
174683,6,1,2004-07-26
786312,6,2,2004-11-06
501428,6,4,2005-03-15
1113160,6,5,2005-07-12
1466320,6,3,2004-02-12
631857,6,1,2005-08-18
590113,6,2,2004-08-22
2631668,6,3,2005-05-15
1602952,6,3,2005-06-14
525356,6,1,2004-01-05
1504575,6,2,2005-07-22
1261143,6,4,2004-03-11
1638070,6,5,2004-02-11
2181445,6,5,2004-01-30
276460,6,4,2005-04-28
696969,6,4,2005-05-20
342956,6,3,2005-05-27
1744913,6,4,2005-11-09
110641,6,5,2003-12-15
1741759,6,4,2004-06-05
765573,6,3,2004-05-10
2146486,6,4,2004-08-11
782949,6,5,2004-10-22
1068044,6,4,2004-11-21
1663295,6,2,2005-05-28
146078,6,3,2005-10-26
1406998,6,3,2004-10-18
2525861,6,3,2005-03-15
947397,6,4,2005-08-16
2442755,6,4,2004-02-20
2598295,6,3,2004-03-27
2632117,6,5,2004-11-23
991429,6,3,2005-03-22
1256349,6,5,2005-10-28
1777211,6,4,2005-07-22
1220290,6,4,2004-05-27
1939450,6,4,2004-04-20
172412,6,2,2004-08-29
1218364,6,4,2004-09-19
2280656,6,3,2004-11-01
2246845,6,1,2004-07-27
630920,6,1,2004-02-25
168889,6,4,2004-10-03
16121,6,1,2004-08-26
2542726,6,3,2004-09-02
1640060,6,4,2004-04-09
1260775,6,3,2004-05-09
1822240,6,4,2004-09-22
52076,6,4,2004-10-05
1511683,6,1,2005-01-19
951709,7,2,2001-11-04
585247,7,1,2003-12-19
2625420,7,2,2004-06-03
2322468,7,3,2003-11-12
2056324,7,2,2002-11-10
1969230,7,4,2003-06-01
90021,7,2,2001-05-02
2082629,7,4,2004-09-29
1876156,7,1,2001-05-17
1359575,7,2,2003-11-25
1146420,7,1,2000-09-09
2439493,7,1,2003-06-04
1387662,7,1,2001-12-13
2419914,7,3,2001-12-28
2496985,7,3,2005-09-16
1691161,7,1,2001-05-22
1596531,7,3,2005-01-04
1876520,7,1,2002-06-15
697116,7,3,2005-12-17
1550847,7,4,2005-11-27
767958,7,3,2000-12-06
1854399,7,1,2004-06-05
420528,7,1,2005-04-04
1596032,7,1,2002-02-14
1664010,7,3,2005-10-12
2327480,7,1,2005-10-24
1476270,7,2,2000-12-09
1698085,7,1,2001-07-09
687348,7,2,2004-03-29
507140,7,2,2002-06-06
1901461,7,1,2002-11-09
1283426,7,5,2004-07-03
519295,7,2,2002-12-14
1254945,7,4,2004-12-02
420332,7,2,2005-10-29
491531,7,5,2004-12-10
2119505,7,2,2003-01-15
1587132,7,3,2004-10-13
2503230,7,2,2001-10-24
1737549,7,2,2002-09-10
1738189,7,2,2004-12-06
870526,7,3,2003-09-16
798296,7,1,2003-01-07
1029108,7,1,2005-11-25
2610950,7,3,2003-07-06
2089379,7,2,2003-05-16
305344,7,2,2003-05-18
2628462,7,1,2002-03-05
124042,7,2,2003-05-02
1710658,7,3,2005-12-06
447759,7,5,2005-11-08
2105602,7,1,2002-02-27
824459,7,3,2000-12-12
2147585,7,3,2001-10-09
1467316,7,1,2005-05-17
1623047,7,2,2005-06-27
1346326,7,3,2003-01-09
919153,7,1,2002-07-31
2464491,7,3,2005-09-24
1155825,7,1,2000-11-24
1769444,7,2,2003-08-04
752642,7,1,2001-10-18
529849,7,3,2001-03-05
1234579,7,4,2003-11-21
2223396,7,1,2002-10-06
2512779,7,2,2002-11-08
120879,7,4,2002-02-14
2049766,7,3,2005-09-13
1806515,7,1,2005-09-20
2118461,7,3,2005-12-22
1296497,7,1,2002-08-04
2050772,7,2,2003-10-14
1782958,7,1,2003-03-08
387418,7,1,2003-10-10
1114324,7,3,2005-03-27
1602955,7,2,2000-12-08
1932594,7,1,2005-01-20
1061195,7,3,2003-12-14
1461435,7,1,2002-02-11
1342551,7,2,2003-07-06
115682,7,2,2001-12-18
1639792,7,1,2002-04-05
314018,7,1,2004-05-05
1892469,7,3,2001-02-15
1525560,7,2,2004-03-15
1044649,7,2,2003-11-24
1217133,7,1,2004-05-25
2162637,7,2,2005-07-20
1712385,7,2,2005-09-14
1666693,7,1,2001-09-08
1494385,7,4,2002-02-03
2297901,7,2,2003-10-28
632057,7,2,2002-09-16
824097,8,2,2005-07-08
2630686,8,5,2005-07-10
644003,8,3,2005-07-13
785314,8,1,2005-07-13
243963,8,3,2005-07-15
229220,8,4,2005-07-18
1447783,8,4,2005-07-19
2580478,8,4,2005-07-21
2599087,8,3,2005-07-31
2352464,8,5,2005-08-08
1912665,8,1,2005-08-21
588844,8,5,2005-08-23
816064,8,5,2005-08-25
1744889,8,1,2005-08-25
1216014,8,1,2005-08-29
1729814,8,5,2005-09-03
2289614,8,3,2005-03-20
1777904,8,4,2005-03-20
1479492,8,1,2005-03-21
2460625,8,3,2005-03-21
2043316,8,5,2005-03-21
2330282,8,4,2005-03-29
2098867,8,4,2005-03-22
1395430,8,2,2005-03-22
1754013,8,3,2005-03-22
56069,8,5,2005-03-23
1913324,8,2,2005-03-25
1419837,8,5,2005-03-26
1571931,8,3,2005-03-29
1505897,8,5,2005-03-29
147748,8,5,2005-04-01
1214457,8,1,2005-04-10
110112,8,3,2005-04-13
2153146,8,4,2005-04-13
1395557,8,5,2005-04-14
1833399,8,3,2005-04-17
1492345,8,5,2005-04-18
581894,8,3,2005-04-18
66358,8,3,2005-04-20
512852,8,3,2005-04-25
1191521,8,4,2005-04-25
439011,8,4,2005-04-26
963134,8,5,2005-04-27
1295693,8,5,2005-05-02
1456155,8,3,2005-05-02
2452344,8,3,2005-05-03
2119856,8,1,2005-05-03
946408,8,4,2005-05-03
1205593,8,4,2005-05-09
176006,8,1,2005-05-09
1858847,8,3,2005-05-10
1488844,8,4,2005-05-12
1947516,8,1,2005-05-13
413350,8,1,2005-05-15
1320901,8,4,2005-05-20
1618902,8,4,2005-05-20
1510648,8,5,2005-05-23
2028934,8,5,2005-05-27
1164467,8,4,2005-05-31
1886885,8,3,2005-06-01
2243604,8,2,2005-06-02
2276586,8,3,2005-06-03
802657,8,5,2005-06-03
2312677,8,3,2005-06-03
57661,8,5,2005-06-06
1040705,8,1,2005-06-08
1829027,8,5,2005-06-09
44317,8,4,2005-06-21
1447354,8,1,2005-06-26
306466,8,4,2005-07-01
2318846,8,3,2005-07-01
140292,8,4,2005-07-03
1331154,8,4,2005-07-03
1818178,8,3,2005-09-08
1451361,8,1,2005-09-15
845159,8,4,2005-09-18
1499761,8,4,2005-09-27
991725,8,4,2005-10-03
1987434,8,4,2005-10-04
760917,8,3,2005-10-11
2638940,8,4,2005-10-13
1457155,8,1,2005-10-14
1765381,8,4,2005-11-07
573364,8,1,2005-11-22
868399,8,3,2005-12-02
2297996,8,1,2005-12-05
1935656,8,3,2005-12-15
2175886,8,3,2005-07-06
851740,8,4,2005-06-05
1694958,8,2,2005-07-09
2064195,8,4,2005-07-11
321693,8,3,2005-07-11
2381563,8,5,2005-07-12
1826243,8,4,2005-07-13
602860,8,1,2005-08-22
1037506,8,2,2005-07-18
433803,8,3,2005-07-18
2002619,8,1,2005-07-20
1611746,8,4,2005-07-21
2195936,8,3,2005-07-21
1329923,9,2,2004-11-20
2472537,9,2,2004-11-23
403531,9,5,2004-12-19
635607,9,1,2004-10-23
1520914,9,3,2005-04-27
1808930,9,1,2004-10-25
525356,9,1,2005-04-14
570414,9,1,2005-05-10
1001129,9,2,2005-07-30
1441263,9,3,2005-01-22
257294,9,1,2005-03-06
235789,9,4,2004-10-27
2098474,9,2,2005-01-04
851702,9,3,2005-06-03
1448475,9,2,2005-07-15
1496080,9,4,2005-03-07
2437650,9,5,2005-06-30
1314869,9,3,2005-02-06
2237185,9,3,2004-10-15
1166912,9,3,2005-09-23
836997,9,4,2004-11-16
1034714,9,1,2004-09-25
2606391,9,2,2005-02-03
1793159,9,2,2005-05-17
2345098,9,1,2005-07-16
2576843,9,3,2005-04-29
1436357,9,2,2004-08-22
2618515,9,3,2005-07-21
2133551,9,1,2005-08-14
2330985,9,1,2005-05-10
1815588,9,1,2004-12-29
110177,9,2,2005-06-26
85747,9,3,2005-08-06
1566860,9,2,2005-08-30
760481,9,2,2004-12-22
2445481,9,1,2005-11-27
1015048,9,3,2005-01-04
797951,9,2,2004-10-04
1495111,9,2,2005-07-13
1628830,9,4,2005-08-25
603349,9,5,2004-12-13
1664010,9,3,2005-10-13
263823,9,2,2005-08-30
733491,9,1,2004-09-07
1817470,9,5,2005-09-18
462171,9,2,2005-10-23
873713,9,1,2004-10-25
683124,9,5,2004-09-07
1914535,9,1,2005-09-28
2428423,9,3,2004-08-24
504440,9,1,2005-11-03
923268,9,3,2005-06-20
1304827,9,4,2005-09-03
903134,9,4,2005-08-17
994113,9,5,2005-10-26
2379079,9,5,2005-09-30
305344,9,1,2004-08-20
2538506,9,2,2004-09-11
1403217,9,2,2005-11-07
827240,9,3,2004-12-24
1897352,9,3,2005-05-31
2087153,9,3,2005-04-21
300435,9,3,2005-05-26
2640278,9,3,2005-10-09
1810588,9,5,2005-06-02
202002,9,2,2004-10-27
752642,9,1,2004-09-14
1391246,9,3,2005-07-19
667722,9,2,2005-07-17
2485642,9,3,2005-08-09
1849174,9,5,2005-04-13
1990416,9,4,2005-05-21
899414,9,2,2004-09-17
1413367,9,3,2005-01-24
1413829,9,2,2005-03-21
1806515,9,3,2005-09-24
387418,9,1,2004-08-23
408180,9,3,2004-12-05
2257189,9,1,2005-12-13
1114324,9,1,2005-05-31
1776947,9,2,2004-09-23
2304126,9,5,2005-06-29
1698887,9,3,2005-06-09
1932594,9,2,2005-02-15
1160597,9,3,2005-04-20
694070,9,4,2005-09-01
1782687,9,4,2005-06-07
1754163,9,3,2005-08-24
1926846,9,2,2005-10-14
172542,9,2,2005-06-24
1851283,9,3,2005-07-20
465903,9,4,2005-03-07
2403785,9,3,2005-04-04
660072,9,4,2005-08-09
299636,9,1,2005-10-05
699878,10,2,2004-02-09
2625420,10,2,2005-03-17
1874659,10,5,2003-11-18
2541025,10,3,2004-07-24
1478381,10,3,2005-05-26
2606540,10,4,2003-12-28
308618,10,4,2004-12-23
741740,10,4,2004-11-15
2213289,10,3,2003-08-08
1380479,10,5,2003-11-07
174683,10,5,2003-11-13
1716229,10,3,2004-08-31
1332388,10,3,2005-11-29
57515,10,3,2002-12-18
616350,10,4,2003-03-13
1311409,10,4,2003-07-27
724050,10,2,2005-11-18
1094517,10,4,2004-04-12
1743030,10,3,2004-10-29
1009622,10,2,2005-01-19
2598295,10,2,2004-01-18
2539763,10,3,2004-04-19
2352327,10,5,2004-05-11
108484,10,3,2004-01-06
832048,10,3,2005-07-14
688590,10,3,2005-10-24
2277519,10,4,2004-02-23
1473206,10,4,2005-02-23
1448808,10,4,2004-10-14
1388266,10,4,2004-04-12
664105,10,3,2004-05-28
1193792,10,2,2003-07-22
727242,10,1,2005-01-24
2294328,10,4,2005-01-04
1521266,10,3,2004-06-26
1447366,10,4,2004-12-02
2266017,10,1,2005-06-06
1567630,10,4,2002-12-05
1164435,10,3,2004-11-23
2170930,10,1,2005-10-28
2196595,10,5,2004-12-27
1792741,10,3,2004-10-25
2275545,10,3,2003-10-27
968759,10,3,2003-02-14
2476624,10,3,2003-06-02
531953,10,2,2003-08-07
1813431,10,4,2005-08-09
2540145,10,3,2004-10-28
2002671,10,2,2005-03-19
1955565,10,4,2005-11-21
1775841,10,5,2005-05-31
2439493,10,1,2004-01-23
2291127,10,1,2003-02-28
1063361,10,3,2004-07-07
1850615,10,1,2005-07-12
492899,10,5,2004-10-03
1147101,10,4,2004-12-09
850291,10,2,2003-12-15
2174682,10,5,2004-06-22
2308224,10,3,2002-12-02
1284481,10,5,2004-11-29
1770331,10,4,2003-11-03
504297,10,5,2004-10-11
1990376,10,4,2003-06-05
1024854,10,4,2004-06-02
1689611,10,2,2004-04-05
